pokedex_number,name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,attack,defense,height_m,hp,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
752,Araquanid,"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,454,100,70,92,1.8,68,50,132,42,water,bug,82,7,0
753,Fomantis,"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,250,190,55,35,0.3,40,50,35,35,grass,,1.5,7,0
754,Lurantis,"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,480,75,105,90,0.9,70,80,90,45,grass,,18.5,7,0
755,Morelull,"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,285,190,35,55,0.2,40,65,75,15,grass,fairy,1.5,7,0
756,Shiinotic,"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,405,75,45,80,1,60,90,100,30,grass,fairy,11.5,7,0
757,Salandit,"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,5120,70,320,120,44,40,0.6,48,71,40,77,poison,fire,4.8,7,0
758,Salazzle,"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,5120,70,480,45,64,60,1.2,68,111,60,117,poison,fire,22.2,7,0
759,Stufful,"['Fluffy', 'Klutz', 'Cute Charm']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,3840,70,340,140,75,50,0.5,70,45,50,50,normal,fighting,6.8,7,0
760,Bewear,"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,3840,70,500,70,125,80,2.1,120,55,60,60,normal,fighting,135,7,0
761,Bounsweet,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,210,235,30,38,0.3,42,30,38,32,grass,,3.2,7,0
762,Steenee,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,290,120,40,48,0.7,52,40,48,62,grass,,8.2,7,0
763,Tsareena,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,510,45,120,98,1.2,72,50,98,72,grass,,21.4,7,0
764,Comfey,"['Flower Veil', 'Triage', 'Natural Cure']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,485,60,52,90,0.1,51,82,110,100,fairy,,0.3,7,0
765,Oranguru,"['Inner Focus', 'Telepathy', 'Symbiosis']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,5120,70,490,45,60,80,1.5,90,90,110,60,normal,psychic,76,7,0
766,Passimian,"['Receiver', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,490,45,120,90,2,100,40,60,80,fighting,,82.8,7,0
767,Wimpod,['Wimp Out'],1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,5120,70,230,90,35,40,0.5,25,20,30,80,bug,water,12,7,0
768,Golisopod,['Emergency Exit'],1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,5120,70,530,45,125,140,2,75,60,90,40,bug,water,108,7,0
769,Sandygast,"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3840,70,320,140,55,80,0.5,55,70,45,15,ghost,ground,70,7,0
770,Palossand,"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,3840,70,480,60,75,110,1.3,85,100,75,35,ghost,ground,250,7,0
771,Pyukumuku,"['Innards Out', 'Unaware']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,410,60,60,130,0.3,55,30,130,5,water,,1.2,7,0
772,Type: Null,['Battle Armor'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,534,3,95,95,1.9,95,95,95,59,normal,,120.5,7,0
773,Silvally,['RKS System'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30720,0,570,3,95,95,2.3,95,95,95,95,normal,,100.5,7,0
774,Minior,['Shields Down'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,6400,70,500,30 (Meteorite)255 (Core),100,60,0.3,60,100,60,120,rock,flying,40,7,0
775,Komala,['Comatose'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,480,45,115,65,0.4,65,75,95,65,normal,,19.9,7,0
776,Turtonator,['Shell Armor'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,5120,70,485,70,78,135,2,60,91,85,36,fire,dragon,212,7,0
777,Togedemaru,"['Iron Barbs', 'Lightningrod', 'Sturdy']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,2560,70,435,180,98,63,0.3,65,40,73,96,electric,steel,3.3,7,0
778,Mimikyu,['Disguise'],0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,5120,70,476,45,90,80,0.2,55,50,105,96,ghost,fairy,0.7,7,0
779,Bruxish,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,3840,70,475,80,105,70,0.9,68,70,70,92,water,psychic,19,7,0
780,Drampa,"['Berserk', 'Sap Sipper', 'Cloud Nine']",1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,5120,70,485,70,60,85,3,78,135,91,36,normal,dragon,185,7,0
781,Dhelmise,['Steelworker'],1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,6400,70,517,25,131,100,3.9,70,86,90,40,ghost,grass,210,7,0
782,Jangmo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,70,300,45,55,65,0.6,45,45,45,45,dragon,,29.7,7,0
783,Hakamo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,10240,70,420,45,75,90,1.2,55,65,70,65,dragon,fighting,47,7,0
784,Kommo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,10240,70,600,45,110,125,1.6,75,100,105,85,dragon,fighting,78.2,7,0
785,Tapu Koko,"['Electric Surge', 'Telepathy']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,3840,70,570,3,115,85,1.8,70,95,75,130,electric,fairy,20.5,7,1
786,Tapu Lele,"['Psychic Surge', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,3840,70,570,3,85,75,1.2,70,130,115,95,psychic,fairy,18.6,7,1
787,Tapu Bulu,"['Grassy Surge', 'Telepathy']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,3840,70,570,3,130,115,1.9,70,85,95,75,grass,fairy,45.5,7,1
788,Tapu Fini,"['Misty Surge', 'Telepathy']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,3840,70,570,3,75,115,1.3,70,95,130,85,water,fairy,21.2,7,1
789,Cosmog,['Unaware'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,200,45,29,31,0.2,43,29,31,37,psychic,,0.1,7,1
790,Cosmoem,['Sturdy'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,400,45,29,131,0.1,43,29,131,37,psychic,,999.9,7,1
791,Solgaleo,['Full Metal Body'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,30720,0,680,45,137,107,3.4,137,113,89,97,psychic,steel,230,7,1
792,Lunala,['Shadow Shield'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,30720,0,680,45,113,89,4,137,137,107,97,psychic,ghost,120,7,1
793,Nihilego,['Beast Boost'],0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,30720,0,570,45,53,47,1.2,109,127,131,103,rock,poison,55.5,7,1
794,Buzzwole,['Beast Boost'],0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,30720,0,570,25,139,139,2.4,107,53,53,79,bug,fighting,333.6,7,1
795,Pheromosa,['Beast Boost'],0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,30720,0,570,255,137,37,1.8,71,137,37,151,bug,fighting,25,7,1
796,Xurkitree,['Beast Boost'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30720,0,570,30,89,71,3.8,83,173,71,83,electric,,100,7,1
797,Celesteela,['Beast Boost'],0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,30720,0,570,25,101,103,9.2,97,107,101,61,steel,flying,999.9,7,1
798,Kartana,['Beast Boost'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,30720,0,570,255,181,131,0.3,59,59,31,109,grass,steel,0.1,7,1
799,Guzzlord,['Beast Boost'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,30720,0,570,15,101,53,5.5,223,97,53,43,dark,dragon,888,7,1
800,Necrozma,['Prism Armor'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,107,101,2.4,97,127,89,79,psychic,,230,7,1
801,Magearna,['Soul-Heart'],0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,30720,0,600,3,95,115,1,80,130,115,65,steel,fairy,80.5,7,1
